index,type,land_type,prefecture,city,city2,station_name,building_year,station_dis,price,price_per_tsubo,room,area,land_shape,frontage,gross_floor_area,building_type,city_plan,BCR,FAR
230,宅地(土地と建物),住宅地,北海道,札幌市北区,新琴似８条,麻生,1994,30分?60分,16000000,,,130,正方形,10.9,115,木造,第１種低層住居専用地域,50,80
233,宅地(土地と建物),住宅地,北海道,札幌市北区,新琴似９条,麻生,1972,24,21000000,,,175,長方形,11.8,170,木造,第１種低層住居専用地域,50,80
236,宅地(土地と建物),住宅地,北海道,札幌市北区,新琴似９条,麻生,2022,30分?60分,30000000,,,125,長方形,8.7,95,木造,第１種低層住居専用地域,50,80
237,中古マンション等,,北海道,札幌市北区,新琴似９条,麻生,1982,9,13000000,,３ＬＤＫ,65,,,,ＲＣ,第１種住居地域,60,200
240,宅地(土地と建物),住宅地,北海道,札幌市北区,新琴似１１条,麻生,1992,30分?60分,19000000,,,220,長方形,13.2,110,木造,第１種低層住居専用地域,50,80
242,中古マンション等,,北海道,札幌市北区,新琴似１１条,麻生,2009,30分?60分,24000000,,３ＬＤＫ,110,,,,ＲＣ,第１種住居地域,60,200
244,宅地(土地と建物),商業地,北海道,札幌市北区,太平８条,百合が原,1983,6,14000000,,,195,長方形,11,460,木造,準住居地域,60,200
245,宅地(土地と建物),住宅地,北海道,札幌市北区,太平８条,百合が原,1978,6,14000000,,,185,ほぼ長方形,11,105,木造,第１種低層住居専用地域,50,80
246,宅地(土地と建物),住宅地,北海道,札幌市北区,太平９条,百合が原,2022,16,40000000,,,200,ほぼ長方形,11,125,木造,第１種低層住居専用地域,50,80
249,宅地(土地と建物),住宅地,北海道,札幌市北区,拓北２条,拓北,1989,15,11000000,,,185,長方形,11.5,110,木造,第１種低層住居専用地域,40,80
255,宅地(土地と建物),住宅地,北海道,札幌市北区,拓北６条,拓北,1984,2,13000000,,,230,長方形,13.7,135,木造,第１種低層住居専用地域,40,80
256,宅地(土地と建物),住宅地,北海道,札幌市北区,拓北６条,拓北,2017,5,12000000,,,260,ほぼ長方形,14,135,木造,第１種低層住居専用地域,40,80
257,宅地(土地と建物),住宅地,北海道,札幌市北区,拓北７条,拓北,1965,5,13000000,,,210,ほぼ長方形,15.5,55,木造,第１種低層住居専用地域,40,80
259,宅地(土地と建物),住宅地,北海道,札幌市北区,屯田２条,麻生,1978,26,16000000,,,350,ほぼ正方形,19.3,290,木造,第１種低層住居専用地域,40,80
262,宅地(土地と建物),住宅地,北海道,札幌市北区,屯田５条,麻生,2022,30分?60分,35000000,,,175,長方形,7.5,120,木造,第１種低層住居専用地域,40,80
266,宅地(土地と建物),住宅地,北海道,札幌市北区,屯田８条,麻生,2011,1H?1H30,29000000,,,200,ほぼ長方形,14.8,140,木造,第１種低層住居専用地域,40,80
267,宅地(土地と建物),住宅地,北海道,札幌市北区,屯田８条,麻生,1999,30分?60分,10000000,,,230,長方形,13.8,130,木造,第１種低層住居専用地域,40,80
268,宅地(土地と建物),住宅地,北海道,札幌市北区,屯田９条,麻生,2008,30分?60分,33000000,,,240,長方形,12.1,280,木造,第１種住居地域,60,200
273,宅地(土地と建物),住宅地,北海道,札幌市北区,百合が原,百合が原,2000,9,28000000,,,180,長方形,10,115,木造,準工業地域,60,200
277,宅地(土地と建物),住宅地,北海道,札幌市北区,百合が原,百合が原,2022,3,38000000,,,185,長方形,11.3,125,木造,準工業地域,60,200
278,宅地(土地と建物),住宅地,北海道,札幌市北区,百合が原,百合が原,2022,4,40000000,,,185,長方形,10.3,135,木造,準工業地域,60,200
279,中古マンション等,,北海道,札幌市北区,百合が原,百合が原,1998,6,16000000,,５ＬＤＫ,105,,,,ＲＣ,準工業地域,60,200
282,中古マンション等,,北海道,札幌市東区,北５条東,苗穂,2021,3,48000000,,２ＬＤＫ,70,,,,ＲＣ,準工業地域,60,200
283,宅地(土地と建物),住宅地,北海道,札幌市東区,北８条東,環状通東,2022,10,40000000,,,85,長方形,6.5,135,木造,市街化調整区域,60,200
284,中古マンション等,,北海道,札幌市東区,北８条東,札幌(ＪＲ),1991,8,4500000,,１Ｋ,15,,,,ＳＲＣ,商業地域,80,400
285,中古マンション等,,北海道,札幌市東区,北８条東,東区役所前,2005,7,28000000,,３ＬＤＫ,85,,,,ＲＣ,近隣商業地域,80,300
287,宅地(土地と建物),住宅地,北海道,札幌市東区,北１２条東,北１３条東,2022,7,42000000,,,110,長方形,11,100,木造,第１種住居地域,60,200
288,中古マンション等,,北海道,札幌市東区,北１３条東,環状通東,2007,4,35000000,,,95,,,,ＲＣ,準住居地域,60,300
289,宅地(土地と建物),商業地,北海道,札幌市東区,北１４条東,環状通東,1998,4,49000000,,,310,長方形,12.8,520,木造,近隣商業地域,80,300
290,中古マンション等,,北海道,札幌市東区,北１６条東,北１３条東,1974,7,18000000,,３ＬＤＫ,75,,,,,第１種住居地域,60,200
291,中古マンション等,,北海道,札幌市東区,北１７条東,環状通東,1985,11,3500000,,１ＬＤＫ,50,,,,,第２種中高層住居専用地域,60,200
292,中古マンション等,,北海道,札幌市東区,北１７条東,北１３条東,2007,9,32000000,,３ＬＤＫ,80,,,,,第１種住居地域,60,200
293,中古マンション等,,北海道,札幌市東区,北１７条東,北１８条,1995,11,17000000,,３ＬＤＫ,75,,,,,準住居地域,60,300
294,中古マンション等,,北海道,札幌市東区,北１８条東,環状通東,1994,8,25000000,,３ＬＤＫ,60,,,,,近隣商業地域,80,300
295,宅地(土地と建物),住宅地,北海道,札幌市東区,北１９条東,北１８条,2016,14,38000000,,,100,長方形,8.1,130,木造,第２種中高層住居専用地域,60,200
296,宅地(土地と建物),住宅地,北海道,札幌市東区,北２０条東,元町(札幌),1974,11,26000000,,,270,長方形,12.5,320,木造,第２種中高層住居専用地域,60,200
297,宅地(土地と建物),住宅地,北海道,札幌市東区,北２２条東,環状通東,2019,22,28000000,,,105,ほぼ正方形,10.2,110,木造,第２種中高層住居専用地域,60,200
298,宅地(土地と建物),住宅地,北海道,札幌市東区,北２２条東,元町(札幌),2016,3,40000000,,,110,長方形,8.2,130,木造,第２種中高層住居専用地域,60,200
299,中古マンション等,,北海道,札幌市東区,北２２条東,元町(札幌),1991,4,9000000,,２ＤＫ,50,,,,,近隣商業地域,80,300
300,宅地(土地と建物),住宅地,北海道,札幌市東区,北２４条東,元町(札幌),2003,17,22000000,,,200,台形,18.4,100,木造,準住居地域,60,200
301,中古マンション等,,北海道,札幌市東区,北２４条東,元町(札幌),1990,16,18000000,,３ＬＤＫ,65,,,,,第２種中高層住居専用地域,60,200
302,宅地(土地と建物),住宅地,北海道,札幌市東区,北２５条東,北２４条,1979,12,12000000,,,100,長方形,5.4,130,木造,第２種中高層住居専用地域,60,200
304,宅地(土地と建物),住宅地,北海道,札幌市東区,北２５条東,元町(札幌),1968,3,33000000,,,250,長方形,12.7,95,木造,第２種中高層住居専用地域,60,200
305,宅地(土地と建物),住宅地,北海道,札幌市東区,北２６条東,北２４条,1970,16,30000000,,,270,正方形,16.9,230,木造,第２種中高層住居専用地域,60,200
306,宅地(土地と建物),住宅地,北海道,札幌市東区,北２８条東,新道東,1990,16,87000000,,,360,ほぼ長方形,22,760,ＲＣ,第２種中高層住居専用地域,60,200
307,宅地(土地と建物),住宅地,北海道,札幌市東区,北２８条東,元町(札幌),2022,18,40000000,,,120,長方形,8.1,100,木造,第２種中高層住居専用地域,60,200
309,宅地(土地と建物),住宅地,北海道,札幌市東区,北２８条東,元町(札幌),2022,19,35000000,,,105,長方形,5.6,110,木造,第２種中高層住居専用地域,60,200
310,宅地(土地と建物),住宅地,北海道,札幌市東区,北３２条東,新道東,1990,15,26000000,,,180,長方形,11,280,鉄骨造,第２種中高層住居専用地域,60,200
312,中古マンション等,,北海道,札幌市東区,北３３条東,新道東,1997,0,28000000,,４ＬＤＫ,90,,,,,近隣商業地域,80,300
314,中古マンション等,,北海道,札幌市東区,北３５条東,北３４条,1997,15,24000000,,２ＬＤＫ,90,,,,ＲＣ,第２種中高層住居専用地域,60,200
315,宅地(土地と建物),住宅地,北海道,札幌市東区,北３５条東,新道東,1975,9,18000000,,,180,長方形,11,145,木造,第２種中高層住居専用地域,60,200
316,中古マンション等,,北海道,札幌市東区,北３５条東,新道東,1990,5,800000,,１Ｋ,20,,,,ＲＣ,第１種住居地域,60,200
318,宅地(土地と建物),住宅地,北海道,札幌市東区,北４１条東,栄町(札幌),1994,2,66000000,,,195,長方形,12,450,木造,商業地域,80,400
319,宅地(土地と建物),住宅地,北海道,札幌市東区,北４３条東,麻生,1984,13,29000000,,,210,長方形,12,120,軽量鉄骨造,第２種中高層住居専用地域,60,200
320,宅地(土地と建物),住宅地,北海道,札幌市東区,北４３条東,麻生,1995,18,37000000,,,390,長方形,22,310,木造,第１種低層住居専用地域,50,80
321,中古マンション等,,北海道,札幌市東区,北４３条東,栄町(札幌),2006,2,26000000,,３ＬＤＫ,80,,,,ＲＣ,近隣商業地域,80,300
323,宅地(土地と建物),住宅地,北海道,札幌市東区,北５０条東,太平,1994,16,24000000,,,210,長方形,10.5,170,木造,第１種低層住居専用地域,50,80
324,宅地(土地と建物),住宅地,北海道,札幌市東区,北丘珠３条,新道東,1976,1H?1H30,23000000,,,140,長方形,9,95,木造,第２種中高層住居専用地域,60,200
325,宅地(土地と建物),住宅地,北海道,札幌市東区,北丘珠５条,新道東,1972,1H?1H30,8200000,,,210,長方形,13,90,木造,第２種中高層住居専用地域,60,200
326,宅地(土地と建物),住宅地,北海道,札幌市東区,北丘珠５条,新道東,2021,1H?1H30,26000000,,,135,不整形,10,110,木造,第２種中高層住居専用地域,60,200
332,宅地(土地と建物),住宅地,北海道,札幌市東区,中沼２条,新道東,1972,1H30?2H,3500000,,,230,長方形,12,55,木造,市街化調整区域,50,80
338,宅地(土地と建物),住宅地,北海道,札幌市東区,東雁来９条,環状通東,2021,1H?1H30,29000000,,,140,長方形,7.8,110,木造,第１種住居地域,60,200
339,宅地(土地と建物),住宅地,北海道,札幌市東区,東雁来９条,新道東,1980,1H?1H30,12000000,,,140,ほぼ長方形,10.5,85,木造,第１種低層住居専用地域,40,80
340,宅地(土地と建物),住宅地,北海道,札幌市東区,東雁来９条,新道東,2017,1H?1H30,30000000,,,180,長方形,10.5,115,木造,第１種住居地域,60,200
341,宅地(土地と建物),住宅地,北海道,札幌市東区,東雁来９条,新道東,2022,1H?1H30,40000000,,,140,長方形,8.5,100,木造,第１種住居地域,60,200
348,宅地(土地と建物),商業地,北海道,札幌市東区,東苗穂６条,新道東,1980,30分?60分,12000000,,,320,ほぼ長方形,21,270,木造,近隣商業地域,80,200
349,宅地(土地と建物),住宅地,北海道,札幌市東区,東苗穂６条,新道東,1995,30分?60分,13000000,,,200,長方形,11,170,木造,第１種低層住居専用地域,50,80
350,中古マンション等,,北海道,札幌市東区,東苗穂６条,新道東,1993,30分?60分,14000000,,３ＬＤＫ,65,,,,ＲＣ,第２種住居地域,60,200
352,宅地(土地と建物),住宅地,北海道,札幌市東区,東苗穂１２条,新道東,1992,30分?60分,11000000,,,150,ほぼ長方形,10,90,木造,第１種低層住居専用地域,40,80
353,宅地(土地と建物),住宅地,北海道,札幌市東区,東苗穂１２条,新道東,2022,1H?1H30,44000000,,,195,長方形,11.5,105,軽量鉄骨造,第１種低層住居専用地域,40,80
354,宅地(土地と建物),住宅地,北海道,札幌市東区,伏古２条,環状通東,2006,19,27000000,,,75,長方形,4.6,115,ＲＣ,第２種中高層住居専用地域,60,200
355,中古マンション等,,北海道,札幌市東区,伏古２条,環状通東,1988,18,15000000,,３ＬＤＫ,75,,,,ＲＣ,第２種中高層住居専用地域,60,200
356,宅地(土地と建物),住宅地,北海道,札幌市東区,伏古４条,環状通東,2007,23,47000000,,,270,長方形,12.8,410,木造,第２種中高層住居専用地域,60,200
358,宅地(土地と建物),住宅地,北海道,札幌市東区,伏古１２条,新道東,2020,30分?60分,38000000,,,210,長方形,13,120,木造,第１種低層住居専用地域,50,80
361,宅地(土地と建物),住宅地,北海道,札幌市東区,本町２条,環状通東,2003,16,40000000,,,270,不整形,14.5,240,木造,近隣商業地域,80,300
364,宅地(土地と建物),住宅地,北海道,札幌市東区,本町２条,環状通東,1996,9,23000000,,,150,長方形,13,250,木造,第１種住居地域,60,200
365,宅地(土地と建物),住宅地,北海道,札幌市白石区,川北１条,平和,1999,16,8000000,,,200,不整形,,190,木造,第２種中高層住居専用地域,60,200
366,宅地(土地と建物),住宅地,北海道,札幌市白石区,川北３条,平和,1994,26,18000000,,,190,長方形,11.2,190,木造,第１種低層住居専用地域,50,80
367,宅地(土地と建物),住宅地,北海道,札幌市白石区,川北３条,平和,1971,21,9000000,,,165,長方形,11.8,60,木造,第１種低層住居専用地域,50,80
368,宅地(土地と建物),住宅地,北海道,札幌市白石区,川下４条,平和,2022,18,38000000,,,210,長方形,13.9,130,,近隣商業地域,80,200
369,宅地(土地と建物),住宅地,北海道,札幌市白石区,川下５条,平和,1983,14,9000000,,,170,長方形,8.5,85,木造,第１種低層住居専用地域,50,80
370,宅地(土地と建物),住宅地,北海道,札幌市白石区,菊水１条,菊水,2008,5,60000000,,,260,ほぼ整形,11.5,460,木造,準工業地域,60,200
371,中古マンション等,,北海道,札幌市白石区,菊水１条,菊水,2000,3,29000000,,３ＬＤＫ,75,,,,ＳＲＣ,準工業地域,60,200
372,中古マンション等,,北海道,札幌市白石区,菊水２条,菊水,1999,2,29000000,,４ＬＤＫ,100,,,,ＲＣ,第１種住居地域,60,200
373,宅地(土地と建物),商業地,北海道,札幌市白石区,菊水３条,菊水,1996,,240000000,,,490,ほぼ台形,16.7,1200,ＲＣ,近隣商業地域,80,300
374,宅地(土地と建物),商業地,北海道,札幌市白石区,菊水３条,菊水,2018,1,350000000,,,670,長方形,20.9,1500,ＲＣ,準住居地域,60,300
375,宅地(土地と建物),商業地,北海道,札幌市白石区,菊水３条,菊水,2018,2,280000000,,,520,長方形,16.1,1200,ＲＣ,準住居地域,60,300
376,中古マンション等,,北海道,札幌市白石区,菊水３条,東札幌,1988,6,13000000,,３ＬＤＫ,70,,,,ＳＲＣ,近隣商業地域,80,300
377,中古マンション等,,北海道,札幌市白石区,菊水３条,東札幌,2006,4,34000000,,４ＬＤＫ,90,,,,ＲＣ,近隣商業地域,80,300
380,中古マンション等,,北海道,札幌市白石区,菊水５条,菊水,1998,5,22000000,,３ＬＤＫ,75,,,,ＲＣ,準住居地域,60,300
382,中古マンション等,,北海道,札幌市白石区,菊水７条,菊水,1991,9,2300000,,１ＤＫ,25,,,,ＲＣ,近隣商業地域,80,300
385,中古マンション等,,北海道,札幌市白石区,菊水上町１条,菊水,1995,15,21000000,,３ＬＤＫ,70,,,,ＲＣ,準工業地域,60,200
386,宅地(土地と建物),住宅地,北海道,札幌市白石区,菊水上町２条,菊水,1961,22,950000,,,220,袋地等,,115,木造,準工業地域,60,200
387,宅地(土地と建物),住宅地,北海道,札幌市白石区,菊水上町４条,菊水,2021,26,27000000,,,165,袋地等,3.5,95,木造,準工業地域,60,200
388,宅地(土地と建物),住宅地,北海道,札幌市白石区,菊水元町１条,白石(ＪＲ北海道),2022,17,34000000,,,130,長方形,8.7,100,木造,第１種住居地域,60,200
389,宅地(土地と建物),商業地,北海道,札幌市白石区,菊水元町２条,白石(ＪＲ北海道),2021,20,38000000,,,135,ほぼ台形,13.6,130,木造,近隣商業地域,80,300
